"Review_ID","Version","Review_Date","File_or_Directory","Privacy_Category","Potential_Account_Data","Potential_Identity_Data","Potential_Tax_Data","Potential_Medical_Data","Potential_Credential","Potential_Beneficiary_Data","Automated_Scan_Result","Manual_Review_Result","Release_Blocking","Corrective_Action","Reviewed_By","Verification_Date","Current_Status","Notes"
"PRIV-0244","1.0.0","2026-08-01","06-risk-and-scam-checks/Data_Security_Incident_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0245","1.0.0","2026-08-01","06-risk-and-scam-checks/Financial_Fraud_Incident_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0246","1.0.0","2026-08-01","06-risk-and-scam-checks/Financial_Incident_Communication_Log.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0247","1.0.0","2026-08-01","06-risk-and-scam-checks/Financial_Incident_Evidence_Log.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0248","1.0.0","2026-08-01","06-risk-and-scam-checks/Financial_Institution_and_Custody_Concentration_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0249","1.0.0","2026-08-01","06-risk-and-scam-checks/Fraudulent_Transaction_Recovery_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0250","1.0.0","2026-08-01","06-risk-and-scam-checks/Independent_Broker_Position_and_Custody_Inventory.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0251","1.0.0","2026-08-01","06-risk-and-scam-checks/Insurance_Claim_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0252","1.0.0","2026-08-01","06-risk-and-scam-checks/Insurance_Coverage_Gap_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0253","1.0.0","2026-08-01","06-risk-and-scam-checks/Insurance_Coverage_Inventory.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0254","1.0.0","2026-08-01","06-risk-and-scam-checks/Investor_Protection_and_Asset_Recovery_Claim_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0255","1.0.0","2026-08-01","06-risk-and-scam-checks/Post_Incident_Corrective_Action_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0256","1.0.0","2026-08-01","06-risk-and-scam-checks/Professional_Advice_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0257","1.0.0","2026-08-01","06-risk-and-scam-checks/Professional_and_Service_Provider_Inventory.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0258","1.0.0","2026-08-01","06-risk-and-scam-checks/Professional_Engagement_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0259","1.0.0","2026-08-01","06-risk-and-scam-checks/Scam_Risk_Scorecard.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0260","1.0.0","2026-08-01","06-risk-and-scam-checks/Service_Provider_Comparison_Scorecard.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0261","1.0.0","2026-08-01","06-risk-and-scam-checks/Service_Provider_Issue_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0262","1.0.0","2026-08-01","07-foreclosure-and-distressed-property/01_Foreclosure_and_Distressed_Property_Investing_Colombia.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0263","1.0.0","2026-08-01","07-foreclosure-and-distressed-property/02_Distressed_Property_Deal_Analysis.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0264","1.0.0","2026-08-01","07-foreclosure-and-distressed-property/03_Real_Estate_Financing_and_Affordability.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0265","1.0.0","2026-08-01","07-foreclosure-and-distressed-property/04_Property_Title_Contract_and_Closing_Due_Diligence.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0266","1.0.0","2026-08-01","07-foreclosure-and-distressed-property/05_Rental_Property_Operations_and_Tenant_Controls.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0267","1.0.0","2026-08-01","07-foreclosure-and-distressed-property/06_Renovation_Planning_and_Contractor_Controls.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0268","1.0.0","2026-08-01","07-foreclosure-and-distressed-property/07_Property_Sale_Exit_and_Profit_Reconciliation.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0269","1.0.0","2026-08-01","07-foreclosure-and-distressed-property/08_Finding_and_Screening_Distressed_Property_Opportunities.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0270","1.0.0","2026-08-01","07-foreclosure-and-distressed-property/Auction_and_Remate_Calendar.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0271","1.0.0","2026-08-01","07-foreclosure-and-distressed-property/Contractor_Payment_Control_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0272","1.0.0","2026-08-01","07-foreclosure-and-distressed-property/Distressed_Property_Comparison.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0273","1.0.0","2026-08-01","07-foreclosure-and-distressed-property/Distressed_Property_Due_Diligence_Checklist.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0274","1.0.0","2026-08-01","07-foreclosure-and-distressed-property/Distressed_Property_Opportunity_Pipeline.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0275","1.0.0","2026-08-01","07-foreclosure-and-distressed-property/Distressed_Property_Opportunity_Scoring.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0276","1.0.0","2026-08-01","07-foreclosure-and-distressed-property/Distressed_Property_Rejection_Log.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0277","1.0.0","2026-08-01","07-foreclosure-and-distressed-property/Monthly_Rental_Property_Ledger.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0278","1.0.0","2026-08-01","07-foreclosure-and-distressed-property/Property_Affordability_Stress_Test.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0279","1.0.0","2026-08-01","07-foreclosure-and-distressed-property/Property_Buyer_and_Offer_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0280","1.0.0","2026-08-01","07-foreclosure-and-distressed-property/Property_Deal_Analyzer.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0281","1.0.0","2026-08-01","07-foreclosure-and-distressed-property/Property_Financing_and_Affordability.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0282","1.0.0","2026-08-01","07-foreclosure-and-distressed-property/Property_Payment_Control_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0283","1.0.0","2026-08-01","07-foreclosure-and-distressed-property/Property_Sale_and_Return_Reconciliation.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0284","1.0.0","2026-08-01","07-foreclosure-and-distressed-property/Property_Title_and_Closing_Tracker.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0285","1.0.0","2026-08-01","07-foreclosure-and-distressed-property/Property_vs_CDT_vs_ETF.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0286","1.0.0","2026-08-01","07-foreclosure-and-distressed-property/Renovation_Budget_and_Schedule_Tracker.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0287","1.0.0","2026-08-01","07-foreclosure-and-distressed-property/Renovation_Change_Order_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0288","1.0.0","2026-08-01","07-foreclosure-and-distressed-property/Rental_Property_Stress_Test.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0289","1.0.0","2026-08-01","07-foreclosure-and-distressed-property/Tenant_Screening_and_Lease_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0290","1.0.0","2026-08-01","ACRONYM_INDEX.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0291","1.0.0","2026-08-01","BEGINNER_GLOSSARY.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0292","1.0.0","2026-08-01","CITATION_AND_EVIDENCE_STYLE_GUIDE.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0293","1.0.0","2026-08-01","CURRICULUM_COMPLETION_STATUS.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0294","1.0.0","2026-08-01","CURRICULUM_INDEX.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0295","1.0.0","2026-08-01","GLOSSARY.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0296","1.0.0","2026-08-01","quality-assurance/01_Final_Curriculum_Audit_Publication_Package_and_Version_1_0_Release.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0297","1.0.0","2026-08-01","quality-assurance/Automated_Portfolio_Monitoring_Run_Log.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0298","1.0.0","2026-08-01","quality-assurance/ETF_Data_Quality_Control_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0299","1.0.0","2026-08-01","quality-assurance/ETF_Portfolio_Monitoring_Alert_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0300","1.0.0","2026-08-01","quality-assurance/Final_Accessibility_and_Readability_Review_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0301","1.0.0","2026-08-01","quality-assurance/Final_Curriculum_Lesson_Inventory.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0302","1.0.0","2026-08-01","quality-assurance/Final_Privacy_and_Confidentiality_Review_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0303","1.0.0","2026-08-01","quality-assurance/Portfolio_Analytics_Formula_and_Version_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0304","1.0.0","2026-08-01","quality-assurance/Portfolio_Analytics_Test_and_Validation_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0305","1.0.0","2026-08-01","quality-assurance/Portfolio_Data_and_Analytics_Exception_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0306","1.0.0","2026-08-01","quality-assurance/Portfolio_Report_Reproducibility_and_Snapshot_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0307","1.0.0","2026-08-01","quality-assurance/README.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0308","1.0.0","2026-08-01","quality-assurance/Release_Approval_and_Publication_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0309","1.0.0","2026-08-01","quality-assurance/Release_Defect_and_Corrective_Action_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0310","1.0.0","2026-08-01","quality-assurance/Release_Defect_Waiver_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0311","1.0.0","2026-08-01","quality-assurance/Release_Manifest_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0312","1.0.0","2026-08-01","quality-assurance/Repository_QA_Issue_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0313","1.0.0","2026-08-01","quality-assurance/Terminology_Change_and_Deprecation_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0314","1.0.0","2026-08-01","quality-assurance/Version_1_Final_Audit_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0315","1.0.0","2026-08-01","README.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0316","1.0.0","2026-08-01","RELEASE_NOTES_v1.0.0.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0317","1.0.0","2026-08-01","release-tools/Build-Version1Release.ps1","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0318","1.0.0","2026-08-01","release-tools/New-PublicationCandidate.ps1","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0319","1.0.0","2026-08-01","scripts/New-CurriculumInventory.ps1","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0320","1.0.0","2026-08-01","scripts/New-FinalCurriculumLessonInventory.ps1","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0321","1.0.0","2026-08-01","scripts/New-Version1AutomatedPreAudit.ps1","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0322","1.0.0","2026-08-01","scripts/Test-AcronymUsage.ps1","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0323","1.0.0","2026-08-01","scripts/Test-FileChecksums.ps1","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0324","1.0.0","2026-08-01","scripts/Test-PortfolioCsvQuality.ps1","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0325","1.0.0","2026-08-01","scripts/Test-PortfolioMarkdownQuality.ps1","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0326","1.0.0","2026-08-01","scripts/Test-RepositoryQuality.ps1","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0327","1.0.0","2026-08-01","scripts/Test-RepositoryReleaseReadiness.ps1","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0328","1.0.0","2026-08-01","templates/Account_Consolidation_Decision_Checklist.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0329","1.0.0","2026-08-01","templates/Account_Recovery_and_Security_Restoration_Checklist.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0330","1.0.0","2026-08-01","templates/Annual_Behavioral_Finance_Review.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0331","1.0.0","2026-08-01","templates/Annual_Broker_Custody_and_Investor_Protection_Review.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0332","1.0.0","2026-08-01","templates/Annual_Cross_Border_ETF_Review.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0333","1.0.0","2026-08-01","templates/Annual_ETF_Benchmark_Governance_Review.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0334","1.0.0","2026-08-01","templates/Annual_ETF_Closure_Risk_Review.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0335","1.0.0","2026-08-01","templates/Annual_ETF_Counterparty_and_Complexity_Review.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0336","1.0.0","2026-08-01","templates/Annual_ETF_Execution_Policy_Review.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0337","1.0.0","2026-08-01","templates/Annual_ETF_Portfolio_Construction_Review.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0338","1.0.0","2026-08-01","templates/Annual_ETF_Risk_and_Scenario_Review.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0339","1.0.0","2026-08-01","templates/Annual_Financial_Decision_Quality_Review.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0340","1.0.0","2026-08-01","templates/Annual_Financial_Simplification_Review.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0341","1.0.0","2026-08-01","templates/Annual_Glossary_and_Terminology_Review.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0342","1.0.0","2026-08-01","templates/Annual_Household_Financial_Continuity_Review.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0343","1.0.0","2026-08-01","templates/Annual_Household_Financial_Planning_Cycle.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0344","1.0.0","2026-08-01","templates/Annual_Inflation_Assumption_Approval_Record.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0345","1.0.0","2026-08-01","templates/Annual_Insurance_Review_Template.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0346","1.0.0","2026-08-01","templates/Annual_Investment_Governance_Review.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0347","1.0.0","2026-08-01","templates/Annual_Portfolio_Allocation_Review.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0348","1.0.0","2026-08-01","templates/Annual_Portfolio_Analytics_and_Automation_Governance_Review.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0349","1.0.0","2026-08-01","templates/Annual_Portfolio_Performance_Report.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0350","1.0.0","2026-08-01","templates/Annual_Portfolio_Review_Template.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0351","1.0.0","2026-08-01","templates/Annual_Professional_and_Service_Provider_Review.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0352","1.0.0","2026-08-01","templates/Annual_Retirement_Withdrawal_Sustainability_Review.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0353","1.0.0","2026-08-01","templates/Annual_Source_and_Evidence_Review.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0354","1.0.0","2026-08-01","templates/Annual_Tax_Readiness_Checklist.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0355","1.0.0","2026-08-01","templates/Automated_Portfolio_Monitoring_Run_Review.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0356","1.0.0","2026-08-01","templates/Backup_Recovery_Test_Record.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0357","1.0.0","2026-08-01","templates/Behavioral_Investment_Decision_Checklist.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0358","1.0.0","2026-08-01","templates/Broker_Custody_and_Investor_Protection_Due_Diligence_Checklist.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0359","1.0.0","2026-08-01","templates/Broker_Exit_and_Continuity_Plan.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0360","1.0.0","2026-08-01","templates/Broker_Failure_Immediate_Response_Checklist.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0361","1.0.0","2026-08-01","templates/Calculation_Provenance_Worksheet.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0362","1.0.0","2026-08-01","templates/Capital_Allocation_Priority_Decision_Checklist.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0363","1.0.0","2026-08-01","templates/Capstone_Candidate_Investment_Comparison.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0364","1.0.0","2026-08-01","templates/Capstone_Competency_Assessment.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0365","1.0.0","2026-08-01","templates/Capstone_Final_Recommendation_Report.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0366","1.0.0","2026-08-01","templates/Capstone_Household_Case_Profile.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0367","1.0.0","2026-08-01","templates/Capstone_Integrated_Stress_Test.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0368","1.0.0","2026-08-01","templates/Capstone_Investment_Implementation_Plan.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0369","1.0.0","2026-08-01","templates/Capstone_Investment_Policy_Statement.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
