"Accessibility_ID","Version","Review_Date","File_or_Section","Heading_Structure","Plain_Language","Acroynms_Defined","Tables_Understandable","Links_Descriptive","Color_Independent","Graphics_Have_Text_Alternative","Keyboard_or_Screen_Reader_Concern","Review_Status","Corrective_Action","Reviewed_By","Verification_Date","Notes"
"ACC-0195","1.0.0","2026-08-01","templates/Inflation_and_Real_Return_Review_Checklist.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0196","1.0.0","2026-08-01","templates/Insurance_Claim_Incident_Log.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0197","1.0.0","2026-08-01","templates/Insurance_Policy_Review_Checklist.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0198","1.0.0","2026-08-01","templates/Investable_Capital_Decision_Checklist.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0199","1.0.0","2026-08-01","templates/Investment_Account_Funding_Verification_Record.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0200","1.0.0","2026-08-01","templates/Investment_Calculation_Review_Checklist.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0201","1.0.0","2026-08-01","templates/Investment_Comparison_Standard.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0202","1.0.0","2026-08-01","templates/Investment_Control_Test_Worksheet.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0203","1.0.0","2026-08-01","templates/Investment_Decision_Log_Template.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0204","1.0.0","2026-08-01","templates/Investment_Governance_Issue_and_Remediation_Plan.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0205","1.0.0","2026-08-01","templates/Investment_Performance_Attribution_Review.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0206","1.0.0","2026-08-01","templates/Investment_Policy_Exception_Request.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0207","1.0.0","2026-08-01","templates/Investment_Pre_Mortem_Template.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0208","1.0.0","2026-08-01","templates/Investment_Readiness_Assessment.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0209","1.0.0","2026-08-01","templates/Investment_Research_Template.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0210","1.0.0","2026-08-01","templates/Investor_Protection_and_Asset_Recovery_Claim_Package.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0211","1.0.0","2026-08-01","templates/Master_Financial_Map_Template.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0212","1.0.0","2026-08-01","templates/Material_Financial_Decision_Journal.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0213","1.0.0","2026-08-01","templates/Monthly_Brokerage_Account_Review.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0214","1.0.0","2026-08-01","templates/Monthly_Cash_and_Liquidity_Review.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0215","1.0.0","2026-08-01","templates/Monthly_Financial_Close_Certification.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0216","1.0.0","2026-08-01","templates/Monthly_Financial_Management_Dashboard.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0217","1.0.0","2026-08-01","templates/Monthly_Household_Financial_Close_Checklist.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0218","1.0.0","2026-08-01","templates/Monthly_Multi_Currency_Cash_Review.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0219","1.0.0","2026-08-01","templates/Monthly_Retirement_Cash_Flow_Review.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0220","1.0.0","2026-08-01","templates/Monthly_Retirement_Income_Review.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0221","1.0.0","2026-08-01","templates/Mortgage_and_Property_Purchase_Review.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0222","1.0.0","2026-08-01","templates/New_Debt_and_Leverage_Decision_Gate.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0223","1.0.0","2026-08-01","templates/Personal_Balance_Sheet_Summary_Template.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0224","1.0.0","2026-08-01","templates/Personal_Inflation_Calculation_Worksheet.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0225","1.0.0","2026-08-01","templates/Personal_Investment_Policy_Template.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0226","1.0.0","2026-08-01","templates/Portfolio_Analytics_Exception_Record.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0227","1.0.0","2026-08-01","templates/Portfolio_Analytics_Formula_Approval_Record.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0228","1.0.0","2026-08-01","templates/Portfolio_Data_Quality_Review_Checklist.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0229","1.0.0","2026-08-01","templates/Portfolio_Performance_Reconciliation_Checklist.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0230","1.0.0","2026-08-01","templates/Portfolio_Rebalancing_Decision_Checklist.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0231","1.0.0","2026-08-01","templates/Portfolio_Report_Reproducibility_Record.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0232","1.0.0","2026-08-01","templates/Portfolio_Stress_Test_Template.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0233","1.0.0","2026-08-01","templates/Portfolio_Withdrawal_Execution_Reconciliation.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0234","1.0.0","2026-08-01","templates/Portfolio_Withdrawal_Request_and_Approval_Checklist.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0235","1.0.0","2026-08-01","templates/Post_Incident_Fraud_Control_Review.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0236","1.0.0","2026-08-01","templates/Post_Trade_Settlement_and_Reconciliation_Checklist.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0237","1.0.0","2026-08-01","templates/Pre_Investment_Liquidity_Gate.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0238","1.0.0","2026-08-01","templates/Pre_Trade_Execution_Checklist.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0239","1.0.0","2026-08-01","templates/Pre_Trade_Verification_Checklist.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0240","1.0.0","2026-08-01","templates/Professional_and_Service_Provider_Due_Diligence_Checklist.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0241","1.0.0","2026-08-01","templates/Professional_Consultation_Meeting_Notes.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0242","1.0.0","2026-08-01","templates/Professional_Consultation_Preparation_Checklist.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0243","1.0.0","2026-08-01","templates/Professional_Engagement_Scope_and_Approval_Record.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0244","1.0.0","2026-08-01","templates/Property_Investment_Final_Review.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0245","1.0.0","2026-08-01","templates/Property_Possession_and_Delivery_Record.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0246","1.0.0","2026-08-01","templates/Property_Purchase_and_Closing_Checklist.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0247","1.0.0","2026-08-01","templates/Property_Sale_and_Closing_Checklist.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0248","1.0.0","2026-08-01","templates/Publication_and_Post_Release_Verification_Checklist.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0249","1.0.0","2026-08-01","templates/Purchasing_Power_Risk_Assessment.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0250","1.0.0","2026-08-01","templates/Quarterly_Financial_Goal_Review.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0251","1.0.0","2026-08-01","templates/Quarterly_Household_Financial_Review.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0252","1.0.0","2026-08-01","templates/Rebalancing_Trade_Execution_Plan.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0253","1.0.0","2026-08-01","templates/Release_Candidate_Approval_Record.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0254","1.0.0","2026-08-01","templates/Renovation_Contractor_Due_Diligence_Checklist.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0255","1.0.0","2026-08-01","templates/Renovation_Project_Closeout_Checklist.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0256","1.0.0","2026-08-01","templates/Rental_Property_Readiness_Checklist.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0257","1.0.0","2026-08-01","templates/Repository_Publication_Readiness_Checklist.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0258","1.0.0","2026-08-01","templates/Research_Note_with_Evidence_Provenance.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0259","1.0.0","2026-08-01","templates/Retirement_Income_and_ETF_Withdrawal_Plan.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0260","1.0.0","2026-08-01","templates/Retirement_Withdrawal_Guardrail_Policy.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0261","1.0.0","2026-08-01","templates/Retirement_Withdrawal_Policy_Template.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0262","1.0.0","2026-08-01","templates/Return_to_Control_and_Continuity_Closure_Checklist.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0263","1.0.0","2026-08-01","templates/Secure_Repository_Pre_Commit_Checklist.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0264","1.0.0","2026-08-01","templates/Sequence_of_Returns_Risk_Stress_Test.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0265","1.0.0","2026-08-01","templates/Service_Provider_Payment_Verification_Record.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0266","1.0.0","2026-08-01","templates/Service_Provider_Suspension_and_Termination_Checklist.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0267","1.0.0","2026-08-01","templates/Small_Pilot_Final_Review.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0268","1.0.0","2026-08-01","templates/Source_Verification_and_Citation_Review_Checklist.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0269","1.0.0","2026-08-01","templates/Successor_Broker_Transfer_and_Asset_Reconciliation.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0270","1.0.0","2026-08-01","templates/Suspected_Investment_Fraud_Incident_Log.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0271","1.0.0","2026-08-01","templates/Tax_Notice_and_Authority_Correspondence_Log.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0272","1.0.0","2026-08-01","templates/Tax_Professional_Handoff_Package.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0273","1.0.0","2026-08-01","templates/Tax_Record_Retention_Schedule.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0274","1.0.0","2026-08-01","templates/Tax_Return_Draft_Review_Checklist.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0275","1.0.0","2026-08-01","templates/Tax_Year_Close_and_Filing_Certification.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0276","1.0.0","2026-08-01","templates/Tenant_Move_In_Move_Out_Condition_Record.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0277","1.0.0","2026-08-01","templates/Terminology_Change_Request.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0278","1.0.0","2026-08-01","templates/Transaction_Decision_Gate_Review.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0279","1.0.0","2026-08-01","templates/Version_1_Final_Curriculum_Audit_Checklist.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0280","1.0.0","2026-08-01","TERMINOLOGY_STYLE_GUIDE.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
